id,name,ticker,category,sub,source,sourceUrl,confidence,rawScore,score,fundamental,price,change,volume
sin-cur-mus-008,Kendrick Lamar,KELA,Singer,Hip-hop,Curated prototype anchor,,0.78,64.0,60.9,87.42,83.88,-5.51,313046
sin-tmdb-music-11770,John Carpenter,JO31,Singer,Music • Original Music Composer,TMDB 5000 music-crew sample,https://www.themoviedb.org/person/11770,0.8,63.4,60.8,87.02,89.61,7.99,400368
sin-tmdb-music-43393,Robert Folk,ROF2,Singer,Music • Original Music Composer,TMDB 5000 music-crew sample,https://www.themoviedb.org/person/43393,0.8,63.5,60.8,87.08,84.56,0.26,431716
sin-pantheon-30528002,Ed Sheeran,EDSH,Singer,Music • Singer,Pantheon 1.0 historical biographies,,0.77,63.9,60.7,86.83,90.06,3.22,251780
sin-tmdb-music-59706,Heitor Pereira,HEPE,Singer,Music • Original Music Composer,TMDB 5000 music-crew sample,https://www.themoviedb.org/person/59706,0.8,63.4,60.7,86.93,91.6,8.39,366296
sin-tmdb-music-21933,Happy Walters,HAWA,Singer,Music • Music Supervisor,TMDB 5000 music-crew sample,https://www.themoviedb.org/person/21933,0.8,63.3,60.6,86.68,86.29,-6.87,235953
sin-tmdb-music-1471726,John Houlihan,JOHO,Singer,Music • Music Supervisor,TMDB 5000 music-crew sample,https://www.themoviedb.org/person/1471726,0.8,63.0,60.4,85.92,87.81,4.2,247479
sin-pantheon-222417,A. R. Rahman,ARAX,Singer,Music • Musician,Pantheon 1.0 historical biographies,,0.77,63.4,60.3,85.78,90.46,-5.82,249231
sin-pantheon-1084346,Adam Levine,ADL2,Singer,Music • Musician,Pantheon 1.0 historical biographies,,0.77,63.4,60.3,85.77,86.77,-1.6,388773
sin-pantheon-494720,Jack Johnson,JAJ4,Singer,Music • Musician,Pantheon 1.0 historical biographies,,0.77,63.4,60.3,85.7,83.31,-4.58,229765
sin-tmdb-music-17004,Javier Navarrete,JANA,Singer,Music • Original Music Composer,TMDB 5000 music-crew sample,https://www.themoviedb.org/person/17004,0.8,62.9,60.3,85.63,90.72,0.91,187823
sin-tmdb-music-33525,Kyle Eastwood,KYEA,Singer,Music • Original Music Composer,TMDB 5000 music-crew sample,https://www.themoviedb.org/person/33525,0.8,62.9,60.3,85.63,88.58,-6.87,353138
sin-tmdb-music-929145,Lorne Balfe,LOBA,Singer,Music • Original Music Composer,TMDB 5000 music-crew sample,https://www.themoviedb.org/person/929145,0.8,62.7,60.2,85.36,77.95,-3.89,415991
sin-tmdb-music-1546441,Tom Wolfe,TOWO,Singer,Music • Music Supervisor,TMDB 5000 music-crew sample,https://www.themoviedb.org/person/1546441,0.8,62.6,60.1,84.98,86.0,-0.22,267000
sin-tmdb-music-9769,Stanley Clarke,STCL,Singer,Music • Original Music Composer,TMDB 5000 music-crew sample,https://www.themoviedb.org/person/9769,0.8,62.5,60.0,84.71,85.13,8.87,290852
sin-tmdb-music-12633,Mark Snow,MASN,Singer,Music • Original Music Composer,TMDB 5000 music-crew sample,https://www.themoviedb.org/person/12633,0.8,62.4,59.9,84.58,86.64,9.23,359518
sin-tmdb-music-73137,Ralph Sall,RASA,Singer,Music • Executive Music Producer,TMDB 5000 music-crew sample,https://www.themoviedb.org/person/73137,0.8,62.4,59.9,84.48,95.4,2.02,366104
sin-pantheon-8269381,Wiz Khalifa,WIKH,Singer,Music • Singer,Pantheon 1.0 historical biographies,,0.77,62.9,59.9,84.51,83.11,-0.32,242105
sin-tmdb-music-1531504,Mark Jan Wlodarkiewicz,MAWL,Singer,Music • Music Editor,TMDB 5000 music-crew sample,https://www.themoviedb.org/person/1531504,0.8,62.2,59.8,84.05,88.82,-7.37,364200
sin-tmdb-music-10851,Ramin Djawadi,RADJ,Singer,Music • Original Music Composer,TMDB 5000 music-crew sample,https://www.themoviedb.org/person/10851,0.8,62.3,59.8,84.29,90.37,-6.98,225271
sin-tmdb-music-15354,Stephen M. Davis,STDA,Singer,Music • Music Editor,TMDB 5000 music-crew sample,https://www.themoviedb.org/person/15354,0.8,62.2,59.8,84.13,88.38,0.86,357000
sin-tmdb-music-232158,Susan Jacobs,SUJA,Singer,Music • Music Supervisor,TMDB 5000 music-crew sample,https://www.themoviedb.org/person/232158,0.8,62.2,59.8,84.1,89.37,-7.33,230747
sin-tmdb-music-1544338,Karen Elliott,KAEL,Singer,Music • Music Supervisor,TMDB 5000 music-crew sample,https://www.themoviedb.org/person/1544338,0.8,62.2,59.7,84.04,96.25,1.29,227027
sin-tmdb-music-13301,Quincy Jones,QUJO,Singer,Music • Original Music Composer,TMDB 5000 music-crew sample,https://www.themoviedb.org/person/13301,0.8,62.1,59.7,83.84,80.49,8.05,274279
sin-tmdb-music-2987,Stewart Copeland,STC6,Singer,Music • Original Music Composer,TMDB 5000 music-crew sample,https://www.themoviedb.org/person/2987,0.8,62.2,59.7,84.0,84.93,7.54,324058
sin-pantheon-1539839,Feist,FEIS,Singer,Music • Singer,Pantheon 1.0 historical biographies,,0.77,62.4,59.6,83.48,80.67,-2.58,255052
sin-tmdb-music-60068,Deborah Lurie,DEL4,Singer,Music • Original Music Composer,TMDB 5000 music-crew sample,https://www.themoviedb.org/person/60068,0.8,61.9,59.5,83.35,93.67,2.52,325619
sin-tmdb-music-4082,Dimitri Tiomkin,DITI,Singer,Music • Original Music Composer,TMDB 5000 music-crew sample,https://www.themoviedb.org/person/4082,0.8,61.9,59.5,83.36,85.67,-0.09,347807
sin-tmdb-music-1529999,Gabe Hilfer,GAHI,Singer,Music • Music Supervisor,TMDB 5000 music-crew sample,https://www.themoviedb.org/person/1529999,0.8,61.8,59.5,83.23,83.29,-6.04,220200
sin-pantheon-901634,Natasha Bedingfield,NABE,Singer,Music • Singer,Pantheon 1.0 historical biographies,,0.77,62.3,59.5,83.2,77.11,-6.54,334004
sin-tmdb-music-20897,Bruce Broughton,BRBR,Singer,Music • Original Music Composer,TMDB 5000 music-crew sample,https://www.themoviedb.org/person/20897,0.8,61.6,59.3,82.78,95.89,7.49,287766
sin-tmdb-music-43609,Elia Cmiral,ELCM,Singer,Music • Original Music Composer,TMDB 5000 music-crew sample,https://www.themoviedb.org/person/43609,0.8,61.6,59.3,82.76,90.05,5.36,251662
sin-tmdb-music-8576,Antonio Pinto,ANP2,Singer,Music • Original Music Composer,TMDB 5000 music-crew sample,https://www.themoviedb.org/person/8576,0.8,61.5,59.2,82.51,80.27,-2.23,211564
sin-tmdb-music-20953,Harry Manfredini,HAM3,Singer,Music • Original Music Composer,TMDB 5000 music-crew sample,https://www.themoviedb.org/person/20953,0.8,61.5,59.2,82.37,81.89,8.57,290190
sin-tmdb-music-56827,Junkie XL,JUXL,Singer,Music • Music,TMDB 5000 music-crew sample,https://www.themoviedb.org/person/56827,0.8,61.5,59.2,82.54,89.06,-1.65,314251
sin-tmdb-music-9217,Lalo Schifrin,LASC,Singer,Music • Original Music Composer,TMDB 5000 music-crew sample,https://www.themoviedb.org/person/9217,0.8,61.3,59.1,82.08,91.41,4.68,217223
sin-tmdb-music-40825,Benjamin Wallfisch,BEWA,Singer,Music • Original Music Composer,TMDB 5000 music-crew sample,https://www.themoviedb.org/person/40825,0.8,61.2,59.0,81.75,82.42,-2.07,231028
sin-tmdb-music-63976,Marcus Miller,MA25,Singer,Music • Original Music Composer,TMDB 5000 music-crew sample,https://www.themoviedb.org/person/63976,0.8,61.2,59.0,81.84,89.59,-1.35,177852
sin-tmdb-music-46863,Charlie Mole,CHM9,Singer,Music • Original Music Composer,TMDB 5000 music-crew sample,https://www.themoviedb.org/person/46863,0.8,61.1,58.9,81.58,94.06,-4.56,249877
sin-tmdb-music-17767,Geoff Zanelli,GEZA,Singer,Music • Original Music Composer,TMDB 5000 music-crew sample,https://www.themoviedb.org/person/17767,0.8,60.9,58.7,81.15,82.89,-6.3,221038
sin-tmdb-music-23739,James L. Venable,JAV2,Singer,Music • Original Music Composer,TMDB 5000 music-crew sample,https://www.themoviedb.org/person/23739,0.8,60.9,58.7,81.08,80.92,3.93,254808
sin-tmdb-music-73417,Joseph Bishara,JO33,Singer,Music • Original Music Composer,TMDB 5000 music-crew sample,https://www.themoviedb.org/person/73417,0.8,60.9,58.7,81.01,82.86,5.54,372723
sin-tmdb-music-7478,Michael Simpson,MISI,Singer,Music • Original Music Composer,TMDB 5000 music-crew sample,https://www.themoviedb.org/person/7478,0.8,60.9,58.7,81.15,80.26,3.83,244679
sin-tmdb-music-16368,Steven Price,STPR,Singer,Music • Original Music Composer,TMDB 5000 music-crew sample,https://www.themoviedb.org/person/16368,0.8,60.8,58.6,80.79,78.9,9.05,247964
sin-tmdb-music-75002,Budd Carr,BUCA,Singer,Music • Music Supervisor,TMDB 5000 music-crew sample,https://www.themoviedb.org/person/75002,0.8,60.6,58.5,80.36,82.97,0.26,322655
sin-tmdb-music-3535,Georges Delerue,GED2,Singer,Music • Original Music Composer,TMDB 5000 music-crew sample,https://www.themoviedb.org/person/3535,0.8,60.6,58.5,80.36,93.01,-6.87,270502
sin-tmdb-music-15571,Henry Krieger,HEKR,Singer,Music • Original Music Composer,TMDB 5000 music-crew sample,https://www.themoviedb.org/person/15571,0.8,60.6,58.5,80.39,85.63,1.52,286830
sin-tmdb-music-17212,Normand Corbeil,NOCO,Singer,Music • Music,TMDB 5000 music-crew sample,https://www.themoviedb.org/person/17212,0.8,60.6,58.5,80.3,86.12,7.79,325656
sin-tmdb-music-932186,Bruce Fowler,BRF4,Singer,Music • Orchestrator,TMDB 5000 music-crew sample,https://www.themoviedb.org/person/932186,0.8,60.5,58.4,80.11,74.42,6.74,388028
sin-tmdb-music-12455,Shigeru Umebayashi,SHUM,Singer,Music • Original Music Composer,TMDB 5000 music-crew sample,https://www.themoviedb.org/person/12455,0.8,60.5,58.4,80.1,80.69,-3.56,314117
sin-tmdb-music-70789,Andrew Lockington,ANL3,Singer,Music • Music,TMDB 5000 music-crew sample,https://www.themoviedb.org/person/70789,0.8,60.3,58.3,79.73,75.46,2.32,363169
sin-tmdb-music-799,Harold Faltermeyer,HAFA,Singer,Music • Original Music Composer,TMDB 5000 music-crew sample,https://www.themoviedb.org/person/799,0.8,60.3,58.3,79.81,90.83,5.5,253238
sin-tmdb-music-49285,Joel McNeely,JO34,Singer,Music • Original Music Composer,TMDB 5000 music-crew sample,https://www.themoviedb.org/person/49285,0.8,60.4,58.3,80.0,79.79,5.99,191089
sin-tmdb-music-37757,David Hirschfelder,DAHI,Singer,Music • Original Music Composer,TMDB 5000 music-crew sample,https://www.themoviedb.org/person/37757,0.8,60.2,58.2,79.5,82.23,-2.85,278271
sin-tmdb-music-46266,Max Richter,MARI,Singer,Music • Original Music Composer,TMDB 5000 music-crew sample,https://www.themoviedb.org/person/46266,0.8,60.3,58.2,79.7,85.86,1.24,311935
sin-tmdb-music-469,Stephen Warbeck,STWA,Singer,Music • Original Music Composer,TMDB 5000 music-crew sample,https://www.themoviedb.org/person/469,0.8,60.3,58.2,79.62,75.29,-3.46,194330
sin-tmdb-music-1075,Johnny Klimek,JOKL,Singer,Music • Original Music Composer,TMDB 5000 music-crew sample,https://www.themoviedb.org/person/1075,0.8,60.1,58.1,79.31,76.76,2.67,360953
sin-tmdb-music-1076,Reinhold Heil,REHE,Singer,Music • Original Music Composer,TMDB 5000 music-crew sample,https://www.themoviedb.org/person/1076,0.8,60.1,58.1,79.32,76.51,-4.04,334451
sin-tmdb-music-1000559,Bobby Johnston,BOJO,Singer,Music • Original Music Composer,TMDB 5000 music-crew sample,https://www.themoviedb.org/person/1000559,0.8,59.9,58.0,78.91,77.01,4.96,264662
sin-tmdb-music-1154,Giorgio Moroder,GIMO,Singer,Music • Original Music Composer,TMDB 5000 music-crew sample,https://www.themoviedb.org/person/1154,0.8,59.9,58.0,78.91,78.29,6.94,277330
sin-tmdb-music-1472871,Tim Williams,TIWI,Singer,Music • Original Music Composer,TMDB 5000 music-crew sample,https://www.themoviedb.org/person/1472871,0.8,59.9,57.9,78.78,75.75,9.17,276274
sin-tmdb-music-1071,Tom Tykwer,TOTY,Singer,Music • Original Music Composer,TMDB 5000 music-crew sample,https://www.themoviedb.org/person/1071,0.8,59.9,57.9,78.75,76.26,-4.38,222423
sin-tmdb-music-1337419,James Bellamy,JA14,Singer,Music • Music Editor,TMDB 5000 music-crew sample,https://www.themoviedb.org/person/1337419,0.8,59.7,57.8,78.35,88.81,-0.11,215866
sin-tmdb-music-1066776,Liz Gallacher,LIG2,Singer,Music • Music Supervisor,TMDB 5000 music-crew sample,https://www.themoviedb.org/person/1066776,0.8,59.7,57.8,78.33,82.71,3.85,292200
sin-tmdb-music-8619,Franz Waxman,FRW2,Singer,Music • Original Music Composer,TMDB 5000 music-crew sample,https://www.themoviedb.org/person/8619,0.8,59.6,57.7,78.17,75.05,6.66,343569
sin-tmdb-music-13083,Mark Kilian,MAKI,Singer,Music • Original Music Composer,TMDB 5000 music-crew sample,https://www.themoviedb.org/person/13083,0.8,59.7,57.7,78.27,89.81,6.77,323085
sin-tmdb-music-35838,Michel Colombier,MIC4,Singer,Music • Original Music Composer,TMDB 5000 music-crew sample,https://www.themoviedb.org/person/35838,0.8,59.6,57.7,78.23,86.43,-5.42,307833
sin-tmdb-music-64156,Trevor Morris,TRM2,Singer,Music • Original Music Composer,TMDB 5000 music-crew sample,https://www.themoviedb.org/person/64156,0.8,59.6,57.7,78.14,85.96,-4.49,367293
sin-tmdb-music-14647,Cyril J. Mockridge,CYMO,Singer,Music • Original Music Composer,TMDB 5000 music-crew sample,https://www.themoviedb.org/person/14647,0.8,59.6,57.6,78.03,83.24,-4.67,265128
sin-tmdb-music-63964,Miles Goodman,MIG2,Singer,Music • Original Music Composer,TMDB 5000 music-crew sample,https://www.themoviedb.org/person/63964,0.8,59.5,57.6,77.92,83.41,2.37,243776
sin-tmdb-music-2863,Nathan Larson,NAL2,Singer,Music • Original Music Composer,TMDB 5000 music-crew sample,https://www.themoviedb.org/person/2863,0.8,59.6,57.6,78.03,73.75,1.24,289718
sin-tmdb-music-15308,Sharon Boyle,SHB2,Singer,Music • Music Supervisor,TMDB 5000 music-crew sample,https://www.themoviedb.org/person/15308,0.8,59.6,57.6,78.04,88.68,7.95,313353
sin-tmdb-music-26981,Shirley Walker,SHW4,Singer,Music • Original Music Composer,TMDB 5000 music-crew sample,https://www.themoviedb.org/person/26981,0.8,59.5,57.6,77.9,84.72,-2.3,262756
sin-tmdb-music-39993,Alex Wurman,ALWU,Singer,Music • Original Music Composer,TMDB 5000 music-crew sample,https://www.themoviedb.org/person/39993,0.8,59.4,57.5,77.59,73.59,-3.59,251662
sin-tmdb-music-8503,Alfred Newman,ALN2,Singer,Music • Original Music Composer,TMDB 5000 music-crew sample,https://www.themoviedb.org/person/8503,0.8,59.4,57.5,77.69,81.58,1.84,236871
sin-tmdb-music-7435,David Mansfield,DAM7,Singer,Music • Original Music Composer,TMDB 5000 music-crew sample,https://www.themoviedb.org/person/7435,0.8,59.4,57.5,77.71,84.84,3.57,349948
sin-tmdb-music-34060,Lisa Coleman,LIC4,Singer,Music • Original Music Composer,TMDB 5000 music-crew sample,https://www.themoviedb.org/person/34060,0.8,59.3,57.5,77.55,87.09,0.89,232729
sin-tmdb-music-11344,Nicholas Hooper,NIH2,Singer,Music • Original Music Composer,TMDB 5000 music-crew sample,https://www.themoviedb.org/person/11344,0.8,59.3,57.5,77.48,73.64,5.64,325626
sin-tmdb-music-1544639,Angie Rubin,ANR5,Singer,Music • Music Editor,TMDB 5000 music-crew sample,https://www.themoviedb.org/person/1544639,0.8,59.2,57.4,77.33,84.91,8.82,227182
sin-tmdb-music-719,John Morris,JO32,Singer,Music • Original Music Composer,TMDB 5000 music-crew sample,https://www.themoviedb.org/person/719,0.8,59.3,57.4,77.44,74.92,-4.77,355202
sin-tmdb-music-1406905,Michael Connell,MICO,Singer,Music • Music Editor,TMDB 5000 music-crew sample,https://www.themoviedb.org/person/1406905,0.8,59.2,57.4,77.22,73.23,0.79,266083
sin-tmdb-music-5628,Angelo Badalamenti,ANB8,Singer,Music • Original Music Composer,TMDB 5000 music-crew sample,https://www.themoviedb.org/person/5628,0.8,59.1,57.3,77.03,78.34,4.6,384785
sin-tmdb-music-2120,Cliff Eidelman,CLEI,Singer,Music • Original Music Composer,TMDB 5000 music-crew sample,https://www.themoviedb.org/person/2120,0.8,59.1,57.3,77.06,79.51,-1.32,209589
sin-tmdb-music-25548,Danny Lux,DALU,Singer,Music • Original Music Composer,TMDB 5000 music-crew sample,https://www.themoviedb.org/person/25548,0.8,59.1,57.3,77.02,86.33,-6.49,322723
sin-tmdb-music-278,Gustavo Santaolalla,GUSA,Singer,Music • Original Music Composer,TMDB 5000 music-crew sample,https://www.themoviedb.org/person/278,0.8,59.1,57.3,76.96,77.12,1.07,194330
sin-tmdb-music-36105,Matthias Weber,MAW5,Singer,Music • Original Music Composer,TMDB 5000 music-crew sample,https://www.themoviedb.org/person/36105,0.8,59.2,57.3,77.17,82.24,3.57,316917
sin-tmdb-music-3249,Max Steiner,MA26,Singer,Music • Original Music Composer,TMDB 5000 music-crew sample,https://www.themoviedb.org/person/3249,0.8,59.2,57.3,77.19,80.08,3.72,313934
sin-tmdb-music-67507,Dan Jones,DAJ3,Singer,Music • Original Music Composer,TMDB 5000 music-crew sample,https://www.themoviedb.org/person/67507,0.8,59.0,57.2,76.83,84.3,-5.16,286830
sin-tmdb-music-62641,Gavin Friday,GAFR,Singer,Music • Original Music Composer,TMDB 5000 music-crew sample,https://www.themoviedb.org/person/62641,0.8,58.9,57.2,76.66,90.68,-3.68,281338
sin-tmdb-music-32234,Graham Reynolds,GRR2,Singer,Music • Original Music Composer,TMDB 5000 music-crew sample,https://www.themoviedb.org/person/32234,0.8,59.0,57.2,76.79,72.55,1.39,344028
sin-tmdb-music-16161,Kenneth Hall,KEH2,Singer,Music • Music Editor,TMDB 5000 music-crew sample,https://www.themoviedb.org/person/16161,0.8,58.9,57.2,76.66,84.68,5.43,313865
sin-tmdb-music-60102,Michael Wandmacher,MIW5,Singer,Music • Music,TMDB 5000 music-crew sample,https://www.themoviedb.org/person/60102,0.8,59.0,57.2,76.86,69.52,1.89,289626
sin-tmdb-music-558105,Trevor Horn,TRHO,Singer,Music • Original Music Composer,TMDB 5000 music-crew sample,https://www.themoviedb.org/person/558105,0.8,59.0,57.2,76.81,84.01,4.95,302402
sin-tmdb-music-582922,Daniel Pemberton,DAPE,Singer,Music • Original Music Composer,TMDB 5000 music-crew sample,https://www.themoviedb.org/person/582922,0.8,58.8,57.1,76.39,82.17,-5.22,279769
sin-tmdb-music-85583,Loy Mendonsa,LOME,Singer,Music • Original Music Composer,TMDB 5000 music-crew sample,https://www.themoviedb.org/person/85583,0.8,58.9,57.1,76.6,81.52,-3.66,296596
sin-tmdb-music-1052537,Lynn Fainchtein,LYFA,Singer,Music • Music Supervisor,TMDB 5000 music-crew sample,https://www.themoviedb.org/person/1052537,0.8,58.8,57.1,76.44,87.3,4.9,298068
sin-tmdb-music-34227,Morris Stoloff,MOST,Singer,Music • Music Director,TMDB 5000 music-crew sample,https://www.themoviedb.org/person/34227,0.8,58.9,57.1,76.55,85.74,-7.2,239534
sin-tmdb-music-558267,Pharrell Williams,PHWI,Singer,Music • Original Music Composer,TMDB 5000 music-crew sample,https://www.themoviedb.org/person/558267,0.8,58.8,57.1,76.4,88.04,-7.42,320035
sin-tmdb-music-1045,Bernard Herrmann,BEH2,Singer,Music • Original Music Composer,TMDB 5000 music-crew sample,https://www.themoviedb.org/person/1045,0.8,58.8,57.0,76.37,85.66,-3.08,207764
sin-tmdb-music-1408706,Chris McGeary,CHM8,Singer,Music • Music Editor,TMDB 5000 music-crew sample,https://www.themoviedb.org/person/1408706,0.8,58.7,57.0,76.15,72.19,1.11,300055
sin-tmdb-music-17748,Craig Wedren,CRWE,Singer,Music • Original Music Composer,TMDB 5000 music-crew sample,https://www.themoviedb.org/person/17748,0.8,58.8,57.0,76.31,83.51,7.54,310793
sin-tmdb-music-1425395,Jason Ruder,JAR4,Singer,Music • Music Editor,TMDB 5000 music-crew sample,https://www.themoviedb.org/person/1425395,0.8,58.7,57.0,76.13,79.61,4.33,215866
sin-tmdb-music-195,Lennie Niehaus,LEN3,Singer,Music • Original Music Composer,TMDB 5000 music-crew sample,https://www.themoviedb.org/person/195,0.8,58.8,57.0,76.24,67.53,0.53,199770
sin-tmdb-music-122990,Richard D. James,RIJ2,Singer,Music • Original Music Composer,TMDB 5000 music-crew sample,https://www.themoviedb.org/person/122990,0.8,58.8,57.0,76.3,78.26,5.79,273101
sin-tmdb-music-21068,Richard Gibbs,RIGI,Singer,Music • Original Music Composer,TMDB 5000 music-crew sample,https://www.themoviedb.org/person/21068,0.8,58.8,57.0,76.24,85.63,-0.32,192497
sin-tmdb-music-23860,Fred Mollin,FRMO,Singer,Music • Original Music Composer,TMDB 5000 music-crew sample,https://www.themoviedb.org/person/23860,0.8,58.6,56.9,75.82,74.68,0.08,258856
sin-tmdb-music-14716,Kathy Durning,KAD3,Singer,Music • Music Editor,TMDB 5000 music-crew sample,https://www.themoviedb.org/person/14716,0.8,58.6,56.9,75.95,78.69,8.29,245685
sin-tmdb-music-3314,Badly Drawn Boy,BAB2,Singer,Music • Original Music Composer,TMDB 5000 music-crew sample,https://www.themoviedb.org/person/3314,0.8,58.5,56.8,75.6,72.53,7.37,295067
sin-tmdb-music-1099146,Hal Beckett,HAB4,Singer,Music • Original Music Composer,TMDB 5000 music-crew sample,https://www.themoviedb.org/person/1099146,0.8,58.5,56.8,75.75,85.79,7.29,238535
sin-tmdb-music-10468,Marvin Hamlisch,MAH6,Singer,Music • Original Music Composer,TMDB 5000 music-crew sample,https://www.themoviedb.org/person/10468,0.8,58.5,56.8,75.6,70.75,-5.39,353368
sin-tmdb-music-10934,Michel Legrand,MILE,Singer,Music • Original Music Composer,TMDB 5000 music-crew sample,https://www.themoviedb.org/person/10934,0.8,58.5,56.8,75.61,75.44,2.22,165958
sin-tmdb-music-1551,Philip Glass,PHGL,Singer,Music • Original Music Composer,TMDB 5000 music-crew sample,https://www.themoviedb.org/person/1551,0.8,58.5,56.8,75.67,80.05,4.12,246333
sin-tmdb-music-21299,David Pirner,DAP4,Singer,Music • Original Music Composer,TMDB 5000 music-crew sample,https://www.themoviedb.org/person/21299,0.8,58.4,56.7,75.54,84.11,-6.82,297813
sin-tmdb-music-37187,Jean-Claude Petit,JEPE,Singer,Music • Original Music Composer,TMDB 5000 music-crew sample,https://www.themoviedb.org/person/37187,0.8,58.4,56.7,75.52,75.06,-2.75,270355
sin-tmdb-music-32347,John Altman,JOA6,Singer,Music • Original Music Composer,TMDB 5000 music-crew sample,https://www.themoviedb.org/person/32347,0.8,58.3,56.7,75.29,75.58,9.35,180474
sin-tmdb-music-41674,John Swihart,JOSW,Singer,Music • Original Music Composer,TMDB 5000 music-crew sample,https://www.themoviedb.org/person/41674,0.8,58.4,56.7,75.37,72.91,4.51,325746
sin-tmdb-music-9796,Johnny Mandel,JO36,Singer,Music • Original Music Composer,TMDB 5000 music-crew sample,https://www.themoviedb.org/person/9796,0.8,58.4,56.7,75.37,85.3,1.52,215969
sin-tmdb-music-122451,Mike Patton,MIP2,Singer,Music • Original Music Composer,TMDB 5000 music-crew sample,https://www.themoviedb.org/person/122451,0.8,58.4,56.7,75.51,82.24,6.94,145637
sin-tmdb-music-7741,Simon Boswell,SIBO,Singer,Music • Original Music Composer,TMDB 5000 music-crew sample,https://www.themoviedb.org/person/7741,0.8,58.4,56.7,75.49,84.73,0.83,296596
sin-tmdb-music-75940,Cezary Skubiszewski,CESK,Singer,Music • Original Music Composer,TMDB 5000 music-crew sample,https://www.themoviedb.org/person/75940,0.8,58.2,56.6,75.0,79.63,-6.42,319820
sin-tmdb-music-957031,Gary Yershon,GAYE,Singer,Music • Original Music Composer,TMDB 5000 music-crew sample,https://www.themoviedb.org/person/957031,0.8,58.3,56.6,75.23,87.97,-5.16,160152
sin-tmdb-music-85581,Shankar Mahadevan,SHM2,Singer,Music • Original Music Composer,TMDB 5000 music-crew sample,https://www.themoviedb.org/person/85581,0.8,58.2,56.6,75.04,81.67,5.91,183377
sin-tmdb-music-38335,Steve Bartek,STB2,Singer,Music • Orchestrator,TMDB 5000 music-crew sample,https://www.themoviedb.org/person/38335,0.8,58.2,56.6,75.12,73.03,6.97,235312
sin-tmdb-music-1526823,Tracy McKnight,TRMC,Singer,Music • Music Supervisor,TMDB 5000 music-crew sample,https://www.themoviedb.org/person/1526823,0.8,58.3,56.6,75.25,73.97,1.91,233382
sin-tmdb-music-9351,Zigmund Gron,ZIGR,Singer,Music • Music Editor,TMDB 5000 music-crew sample,https://www.themoviedb.org/person/9351,0.8,58.2,56.6,75.07,82.21,-6.62,241906
sin-tmdb-music-50772,David Torn,DATO,Singer,Music • Original Music Composer,TMDB 5000 music-crew sample,https://www.themoviedb.org/person/50772,0.8,58.2,56.5,74.92,73.12,5.28,267587
sin-tmdb-music-1535987,Deva Anderson,DEAN,Singer,Music • Music Supervisor,TMDB 5000 music-crew sample,https://www.themoviedb.org/person/1535987,0.8,58.1,56.5,74.83,76.79,7.56,156487
sin-tmdb-music-13571,Hugo Friedhofer,HUFR,Singer,Music • Original Music Composer,TMDB 5000 music-crew sample,https://www.themoviedb.org/person/13571,0.8,58.0,56.4,74.48,66.6,0.44,313934
sin-tmdb-music-613035,James Murphy,JAMU,Singer,Music • Original Music Composer,TMDB 5000 music-crew sample,https://www.themoviedb.org/person/613035,0.8,58.0,56.4,74.48,80.29,-4.82,281338
sin-tmdb-music-69486,Jill Wisoff,JIWI,Singer,Music • Original Music Composer,TMDB 5000 music-crew sample,https://www.themoviedb.org/person/69486,0.8,58.0,56.4,74.68,74.26,6.61,297813
sin-tmdb-music-117992,Jóhann Jóhannsson,JOJ4,Singer,Music • Original Music Composer,TMDB 5000 music-crew sample,https://www.themoviedb.org/person/117992,0.8,58.0,56.4,74.69,76.46,-5.89,302099
sin-tmdb-music-55165,Todd Rundgren,TORU,Singer,Music • Original Music Composer,TMDB 5000 music-crew sample,https://www.themoviedb.org/person/55165,0.8,58.0,56.4,74.6,77.01,3.82,198965
sin-tmdb-music-225635,David Buckley,DAB6,Singer,Music • Original Music Composer,TMDB 5000 music-crew sample,https://www.themoviedb.org/person/225635,0.8,57.8,56.3,74.23,77.5,5.43,174529
sin-tmdb-music-1342663,David Olson,DAOL,Singer,Music • Music Editor,TMDB 5000 music-crew sample,https://www.themoviedb.org/person/1342663,0.8,57.9,56.3,74.38,67.37,6.43,320021
sin-tmdb-music-19840,Alejandro Amenábar,ALAM,Singer,Music • Original Music Composer,TMDB 5000 music-crew sample,https://www.themoviedb.org/person/19840,0.8,57.7,56.2,74.04,74.44,5.25,221116
sin-tmdb-music-1556310,Dawn Soler,DASO,Singer,Music • Music Supervisor,TMDB 5000 music-crew sample,https://www.themoviedb.org/person/1556310,0.8,57.8,56.2,74.1,79.71,6.44,308005
sin-tmdb-music-58065,Nigel Westlake,NIWE,Singer,Music • Music,TMDB 5000 music-crew sample,https://www.themoviedb.org/person/58065,0.8,57.7,56.2,74.04,78.84,8.32,306394
sin-tmdb-music-6918,Ry Cooder,RYCO,Singer,Music • Original Music Composer,TMDB 5000 music-crew sample,https://www.themoviedb.org/person/6918,0.8,57.8,56.2,74.16,81.13,0.23,307833
sin-tmdb-music-1400,Wojciech Kilar,WOKI,Singer,Music • Original Music Composer,TMDB 5000 music-crew sample,https://www.themoviedb.org/person/1400,0.8,57.7,56.2,73.98,72.75,-6.67,286149
sin-tmdb-music-52339,Claude Foisy,CLF2,Singer,Music • Original Music Composer,TMDB 5000 music-crew sample,https://www.themoviedb.org/person/52339,0.8,57.6,56.1,73.73,70.81,-0.11,177571
